months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
149,34,2005-08-28,IN,250/500,500,664.86,0,FEMALE,PHD,CRAFT-REPAIR,SKYDIVING,WIFE,0,-60000,2015-02-04,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,WV,COLUMBUS,3,1,,0,1,NO,105040,16160,16160,72720,DODGE,RAM,1999,N
246,43,2013-01-16,IN,250/500,1000,1267.4,6000000,MALE,JD,ADM-CLERICAL,BASKETBALL,HUSBAND,0,0,2015-02-09,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,HILLSDALE,0,1,NO,2,1,,50700,5070,5070,40560,ACCURA,RSX,2006,N
293,45,1992-04-28,IL,100/300,1000,1119.23,0,FEMALE,MD,EXEC-MANAGERIAL,EXERCISE,UNMARRIED,51500,0,2015-02-18,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,WV,NORTHBEND,13,3,NO,1,1,NO,51210,11380,5690,34140,JEEP,WRANGLER,2015,N
339,48,2005-10-10,OH,100/300,500,1698.51,0,MALE,JD,OTHER-SERVICE,DANCING,UNMARRIED,0,0,2015-02-10,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,HILLSDALE,18,3,NO,2,1,,51840,8640,8640,34560,VOLKSWAGEN,JETTA,2001,N
160,33,2009-02-08,IL,500/1000,1000,1422.78,0,FEMALE,HIGH SCHOOL,EXEC-MANAGERIAL,EXERCISE,HUSBAND,61600,0,2015-01-20,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,NC,RIVERWOOD,17,3,,2,3,YES,52800,5280,5280,42240,NISSAN,PATHFINDER,2006,N
224,42,2005-03-06,OH,500/1000,500,1212.75,0,FEMALE,COLLEGE,PROF-SPECIALTY,KAYAKING,OWN-CHILD,0,-51400,2015-01-27,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,SPRINGFIELD,11,1,,0,0,YES,55200,9200,13800,32200,HONDA,CIVIC,1998,N
194,34,1994-05-17,IN,100/300,1000,1423.34,0,MALE,ASSOCIATE,SALES,CAMPING,NOT-IN-FAMILY,55300,-37900,2015-01-21,VEHICLE THEFT,,MINOR DAMAGE,,WV,RIVERWOOD,0,1,YES,0,3,NO,9100,1400,1400,6300,CHEVROLET,MALIBU,2003,N
385,51,1990-07-20,IN,250/500,1000,976.37,0,FEMALE,MD,CRAFT-REPAIR,READING,HUSBAND,0,-61000,2015-02-18,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,WV,RIVERWOOD,14,3,,1,3,,67600,13520,6760,47320,SUBURU,LEGACY,2007,N
100,33,2005-04-17,OH,250/500,500,1124.59,6000000,MALE,COLLEGE,ADM-CLERICAL,GOLF,NOT-IN-FAMILY,67300,0,2015-02-26,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,NC,COLUMBUS,4,1,NO,1,2,NO,40800,6800,6800,27200,BMW,X5,2004,N
371,50,1994-02-10,IN,250/500,1000,1569.33,0,MALE,PHD,MACHINE-OP-INSPCT,BOARD-GAMES,NOT-IN-FAMILY,79600,0,2015-01-29,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,WV,SPRINGFIELD,2,3,NO,2,1,YES,84500,13000,13000,58500,VOLKSWAGEN,PASSAT,2011,Y
175,39,1995-03-29,IN,500/1000,500,1359.36,5000000,MALE,PHD,EXEC-MANAGERIAL,HIKING,HUSBAND,0,-43600,2015-02-08,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,SC,ARLINGTON,9,3,YES,2,2,YES,71610,13020,6510,52080,TOYOTA,HIGHLANDER,2012,Y
373,55,2007-04-30,IN,250/500,500,1607.36,0,MALE,MD,SALES,YACHTING,OWN-CHILD,0,0,2015-01-19,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,SC,ARLINGTON,21,4,,0,2,NO,60600,6060,12120,42420,DODGE,RAM,2007,Y
258,41,2001-02-15,IL,100/300,500,1042.25,0,MALE,MASTERS,EXEC-MANAGERIAL,READING,UNMARRIED,0,-44400,2015-02-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,NC,RIVERWOOD,0,3,NO,2,3,NO,81240,6770,20310,54160,MERCEDES,C300,2008,Y
255,39,2001-07-09,OH,250/500,500,1453.95,0,FEMALE,PHD,ARMED-FORCES,BUNGIE-JUMPING,NOT-IN-FAMILY,38200,0,2015-01-07,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,SPRINGFIELD,17,3,YES,0,3,NO,29300,2930,5860,20510,AUDI,A3,2010,N
37,31,2008-09-06,IL,500/1000,500,1969.63,0,FEMALE,MD,SALES,SKYDIVING,OWN-CHILD,0,0,2015-02-13,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,NORTHBEND,21,3,NO,1,1,YES,76450,6950,13900,55600,DODGE,RAM,1995,N
322,44,2004-12-19,IL,100/300,1000,1156.19,0,FEMALE,COLLEGE,MACHINE-OP-INSPCT,CROSS-FIT,HUSBAND,49900,-62700,2015-02-15,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,NY,NORTHBROOK,20,3,YES,0,3,,49400,9880,4940,34580,JEEP,WRANGLER,2010,N
204,38,2000-11-15,IL,100/300,2000,1124.47,0,FEMALE,MD,TECH-SUPPORT,KAYAKING,WIFE,0,-45100,2015-02-14,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,SC,NORTHBROOK,5,1,NO,0,1,,90530,16460,16460,57610,FORD,F150,2003,N
76,31,2007-03-14,OH,500/1000,500,1493.5,5000000,FEMALE,ASSOCIATE,PRIV-HOUSE-SERV,MOVIES,NOT-IN-FAMILY,39900,-44000,2015-01-31,VEHICLE THEFT,,MINOR DAMAGE,POLICE,WV,NORTHBROOK,7,1,NO,2,1,NO,8030,1460,730,5840,MERCEDES,E400,1995,N
193,40,2004-12-28,IL,100/300,500,1155.38,0,FEMALE,PHD,HANDLERS-CLEANERS,MOVIES,NOT-IN-FAMILY,34200,-32300,2015-01-28,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,COLUMBUS,6,1,NO,0,0,YES,63900,6390,6390,51120,ACCURA,TL,2001,N
405,55,1999-07-05,IL,250/500,500,878.19,0,MALE,PHD,MACHINE-OP-INSPCT,GOLF,UNMARRIED,57100,0,2015-03-01,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,NC,NORTHBEND,2,4,YES,0,2,NO,38640,4830,4830,28980,CHEVROLET,TAHOE,1997,N
435,58,1997-11-15,IN,100/300,2000,1145.85,0,MALE,JD,SALES,MOVIES,NOT-IN-FAMILY,0,-40000,2015-01-10,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,NY,COLUMBUS,19,3,,1,1,YES,41490,9220,4610,27660,MERCEDES,E400,2004,N
54,35,2010-09-27,IN,100/300,500,1261.28,0,FEMALE,MD,PROTECTIVE-SERV,HIKING,UNMARRIED,68500,-42100,2015-02-25,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,VA,SPRINGFIELD,21,3,YES,2,0,,79090,14380,7190,57520,NISSAN,MAXIMA,2012,N
144,35,1993-08-30,IL,100/300,500,1427.46,0,MALE,HIGH SCHOOL,MACHINE-OP-INSPCT,CROSS-FIT,WIFE,0,0,2015-01-30,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,WV,SPRINGFIELD,3,3,,0,0,,87900,17580,8790,61530,DODGE,NEON,1995,N
92,32,1998-01-29,IL,500/1000,500,1592.41,0,MALE,MASTERS,PROF-SPECIALTY,YACHTING,HUSBAND,58900,-29100,2015-02-06,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,COLUMBUS,22,1,,2,3,YES,53400,5340,5340,42720,JEEP,WRANGLER,1996,N
173,36,2007-08-18,OH,250/500,1000,1274.63,0,MALE,COLLEGE,MACHINE-OP-INSPCT,BASKETBALL,UNMARRIED,51000,0,2015-02-08,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,SPRINGFIELD,22,1,YES,2,3,NO,52030,9460,9460,33110,ACCURA,MDX,1995,N
436,60,1992-04-14,IN,250/500,500,1362.31,0,MALE,HIGH SCHOOL,PROF-SPECIALTY,BUNGIE-JUMPING,WIFE,67600,-65300,2015-01-13,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,VA,ARLINGTON,16,1,NO,0,2,NO,82060,14920,7460,59680,SAAB,93,2005,N
155,35,1993-08-09,OH,250/500,1000,919.37,0,FEMALE,ASSOCIATE,PROTECTIVE-SERV,HIKING,NOT-IN-FAMILY,83600,0,2015-01-18,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,NY,NORTHBROOK,0,1,,0,3,,48360,8060,8060,32240,NISSAN,MAXIMA,1997,N
78,31,1991-04-02,OH,250/500,1000,1377.23,0,FEMALE,MASTERS,ARMED-FORCES,KAYAKING,UNMARRIED,72600,0,2015-03-01,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,NY,HILLSDALE,1,3,,2,1,,52290,5810,11620,34860,NISSAN,MAXIMA,1997,N
440,57,2007-03-15,IL,100/300,1000,995.55,5000000,MALE,COLLEGE,PROTECTIVE-SERV,PAINTBALL,WIFE,51500,-52100,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,SC,ARLINGTON,19,3,YES,0,3,,68200,12400,12400,43400,JEEP,WRANGLER,2007,Y
264,43,2010-05-01,IL,100/300,500,1508.12,6000000,MALE,PHD,CRAFT-REPAIR,BASKETBALL,WIFE,0,0,2015-01-20,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,NY,COLUMBUS,0,3,,2,1,NO,60750,13500,6750,40500,JEEP,WRANGLER,2015,Y
66,30,2003-06-24,IN,500/1000,500,484.67,0,FEMALE,COLLEGE,ADM-CLERICAL,PAINTBALL,WIFE,21100,-60800,2015-01-24,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,SC,ARLINGTON,2,3,,0,2,YES,65560,11920,11920,41720,VOLKSWAGEN,PASSAT,2015,Y
366,50,1990-07-08,IN,500/1000,1000,1561.41,0,FEMALE,HIGH SCHOOL,HANDLERS-CLEANERS,BASKETBALL,HUSBAND,21200,0,2015-01-04,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NY,ARLINGTON,5,3,YES,1,3,NO,70290,12780,12780,44730,MERCEDES,C300,2012,N
188,37,1994-09-24,OH,100/300,500,1457.21,0,FEMALE,JD,ADM-CLERICAL,HIKING,OWN-CHILD,46300,0,2015-01-17,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,SC,COLUMBUS,6,1,,2,0,YES,45000,5000,5000,35000,SUBURU,FORRESTOR,2003,N
224,39,2012-06-20,IL,500/1000,1000,1128.71,0,FEMALE,JD,PROF-SPECIALTY,SLEEPING,OTHER-RELATIVE,0,-47100,2015-02-04,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,VA,RIVERWOOD,21,3,YES,2,1,,61800,12360,6180,43260,SUBURU,IMPREZA,2007,N
253,46,2006-04-19,IL,100/300,500,1358.2,0,FEMALE,MD,TRANSPORT-MOVING,MOVIES,HUSBAND,52900,0,2015-02-14,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,NY,COLUMBUS,11,3,YES,0,0,NO,64570,5870,11740,46960,JEEP,WRANGLER,2001,N
446,61,1999-04-07,IL,100/300,1000,1232.79,0,FEMALE,HIGH SCHOOL,ADM-CLERICAL,READING,UNMARRIED,49900,-62100,2015-01-07,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,VA,SPRINGFIELD,3,1,YES,2,0,YES,70500,7050,14100,49350,SUBURU,FORRESTOR,2007,N
169,37,2001-12-07,IL,100/300,1000,936.19,0,MALE,JD,ARMED-FORCES,MOVIES,OTHER-RELATIVE,70600,-48500,2015-02-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,SC,NORTHBROOK,4,3,,2,1,YES,57900,17370,5790,34740,AUDI,A5,2005,N
255,46,2006-11-25,IL,250/500,500,1302.34,0,FEMALE,JD,PROF-SPECIALTY,VIDEO-GAMES,OWN-CHILD,0,-52600,2015-01-12,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,NORTHBROOK,2,3,NO,1,0,NO,57860,5260,10520,42080,VOLKSWAGEN,JETTA,2011,N
209,39,1996-12-06,IN,100/300,500,1264.99,0,MALE,PHD,TRANSPORT-MOVING,POLO,HUSBAND,67800,0,2015-01-01,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,VA,NORTHBROOK,22,1,,1,1,NO,37800,8400,4200,25200,CHEVROLET,SILVERADO,1995,N
210,37,2012-07-10,OH,500/1000,500,1467.76,0,FEMALE,MD,TECH-SUPPORT,HIKING,OWN-CHILD,38700,-33100,2015-02-22,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,NY,NORTHBEND,8,1,,1,3,YES,63300,6330,6330,50640,TOYOTA,HIGHLANDER,2000,N
174,33,2014-04-07,IN,250/500,2000,1124.43,0,FEMALE,COLLEGE,FARMING-FISHING,PAINTBALL,OWN-CHILD,0,0,2015-01-16,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,NORTHBROOK,14,3,YES,0,1,YES,44200,8840,4420,30940,SAAB,93,1995,N
70,28,2003-10-11,IL,250/500,1000,1319.81,0,MALE,HIGH SCHOOL,MACHINE-OP-INSPCT,YACHTING,HUSBAND,67200,-59400,2015-01-28,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,WV,ARLINGTON,14,4,NO,1,0,YES,31680,3520,3520,24640,TOYOTA,CAMRY,2006,N
89,32,2015-01-17,IN,100/300,2000,1482.53,0,FEMALE,MD,TECH-SUPPORT,KAYAKING,NOT-IN-FAMILY,49100,-45100,2015-01-23,PARKED CAR,,TRIVIAL DAMAGE,POLICE,WV,NORTHBROOK,5,1,YES,1,2,,100,10,20,70,AUDI,A3,2002,N
458,61,1992-12-07,IN,100/300,1000,1328.18,0,FEMALE,HIGH SCHOOL,PROTECTIVE-SERV,BUNGIE-JUMPING,OTHER-RELATIVE,53000,0,2015-02-25,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,COLUMBUS,18,1,NO,2,1,NO,56340,6260,6260,43820,VOLKSWAGEN,PASSAT,2003,N
239,40,2004-11-29,IN,100/300,500,1463.95,0,FEMALE,JD,SALES,SKYDIVING,OWN-CHILD,0,0,2015-02-11,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,NC,SPRINGFIELD,20,3,,0,0,YES,69740,6340,6340,57060,DODGE,NEON,2003,N
161,38,2004-01-02,IL,100/300,2000,1133.85,0,MALE,PHD,PRIV-HOUSE-SERV,EXERCISE,NOT-IN-FAMILY,60200,0,2015-01-03,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,WV,SPRINGFIELD,0,3,YES,2,2,YES,60480,5040,15120,40320,VOLKSWAGEN,JETTA,2003,N
446,61,2006-01-25,IN,500/1000,1000,1037.32,0,FEMALE,HIGH SCHOOL,TECH-SUPPORT,SKYDIVING,WIFE,0,-15700,2015-01-30,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NC,HILLSDALE,1,3,,2,1,NO,80880,6740,13480,60660,NISSAN,ULTIMA,2005,N
476,61,1993-04-18,IN,250/500,1000,1562.8,0,FEMALE,MASTERS,HANDLERS-CLEANERS,DANCING,NOT-IN-FAMILY,42800,-68200,2015-01-18,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,WV,HILLSDALE,10,1,,1,2,YES,49390,8980,4490,35920,SUBURU,LEGACY,2009,N
70,29,2006-12-09,IN,100/300,1000,1425.79,0,FEMALE,MD,ARMED-FORCES,VIDEO-GAMES,OTHER-RELATIVE,62400,-52300,2015-01-04,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,NC,RIVERWOOD,12,1,NO,0,3,,69360,11560,11560,46240,DODGE,RAM,2009,N
233,41,1997-08-30,OH,500/1000,2000,1615.14,0,FEMALE,ASSOCIATE,TECH-SUPPORT,BOARD-GAMES,OTHER-RELATIVE,67100,0,2015-01-20,VEHICLE THEFT,,MINOR DAMAGE,,NY,SPRINGFIELD,6,1,NO,0,1,,3740,680,680,2380,CHEVROLET,MALIBU,2011,N
122,33,1991-06-03,IL,250/500,500,1236.5,0,MALE,PHD,OTHER-SERVICE,BUNGIE-JUMPING,HUSBAND,0,-48700,2015-02-12,PARKED CAR,,TRIVIAL DAMAGE,,NY,HILLSDALE,1,1,NO,0,1,NO,5060,460,920,3680,NISSAN,ULTIMA,2003,N
335,48,1995-09-06,IL,500/1000,2000,1017.97,0,FEMALE,MD,MACHINE-OP-INSPCT,CHESS,WIFE,59900,-34800,2015-02-19,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,WV,COLUMBUS,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y
257,40,2000-02-09,IN,100/300,2000,1306.0,0,MALE,ASSOCIATE,MACHINE-OP-INSPCT,CROSS-FIT,HUSBAND,46100,-46900,2015-02-21,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,NY,COLUMBUS,3,3,YES,2,1,,50050,7700,3850,38500,FORD,FUSION,2008,Y
85,27,1996-07-23,IL,500/1000,2000,1174.14,0,MALE,COLLEGE,PRIV-HOUSE-SERV,DANCING,UNMARRIED,50400,-61500,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,NY,NORTHBEND,14,4,YES,0,0,NO,59070,10740,5370,42960,TOYOTA,CAMRY,2012,N
133,30,2005-09-21,IN,500/1000,1000,1231.01,0,MALE,COLLEGE,ADM-CLERICAL,BOARD-GAMES,HUSBAND,0,-31700,2015-02-01,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,SC,RIVERWOOD,19,3,NO,1,2,,28440,3160,3160,22120,DODGE,NEON,2007,N
119,34,2011-12-30,IL,250/500,500,1299.18,0,FEMALE,COLLEGE,TECH-SUPPORT,HIKING,WIFE,57100,0,2015-01-08,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,OH,SPRINGFIELD,7,1,YES,2,1,YES,45540,8280,8280,28980,HONDA,CIVIC,1998,Y
169,34,1996-07-21,IN,100/300,500,1469.75,0,FEMALE,JD,SALES,READING,NOT-IN-FAMILY,0,-57600,2015-01-16,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,VA,ARLINGTON,0,1,,0,0,YES,38700,7740,3870,27090,VOLKSWAGEN,PASSAT,2012,N
225,39,1996-04-08,OH,250/500,500,1390.72,0,MALE,MASTERS,TECH-SUPPORT,PAINTBALL,OTHER-RELATIVE,83900,-52100,2015-02-20,PARKED CAR,,TRIVIAL DAMAGE,,SC,NORTHBROOK,6,1,YES,2,1,YES,5830,1060,530,4240,NISSAN,PATHFINDER,2011,N
84,32,2001-03-04,IL,500/1000,500,1694.09,7000000,FEMALE,ASSOCIATE,PROF-SPECIALTY,CROSS-FIT,HUSBAND,0,0,2015-01-30,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,NY,NORTHBEND,0,1,YES,0,2,,57240,4770,9540,42930,BMW,X6,1995,Y
169,39,2001-10-19,OH,100/300,2000,1140.15,0,MALE,HIGH SCHOOL,ARMED-FORCES,EXERCISE,HUSBAND,0,-36800,2015-01-19,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,VA,RIVERWOOD,9,3,YES,0,3,NO,46200,4200,8400,33600,SUBURU,LEGACY,2015,N
124,32,2006-08-18,IN,100/300,1000,1310.71,0,FEMALE,MASTERS,FARMING-FISHING,KAYAKING,WIFE,29300,0,2015-02-25,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,NY,COLUMBUS,23,1,YES,0,1,NO,57700,5770,5770,46160,TOYOTA,CAMRY,2003,N
320,48,2013-04-28,IL,250/500,2000,1730.49,7000000,MALE,COLLEGE,TRANSPORT-MOVING,HIKING,NOT-IN-FAMILY,46300,-41700,2015-01-24,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,NORTHBROOK,13,3,NO,2,0,NO,56160,4680,9360,42120,SAAB,95,1995,N
297,47,2009-11-29,IN,250/500,500,1616.65,7000000,MALE,MD,ADM-CLERICAL,MOVIES,UNMARRIED,0,-59500,2015-01-16,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,COLUMBUS,0,3,,0,3,YES,44400,5550,5550,33300,JEEP,GRAND CHEROKEE,1999,N
421,56,1990-02-15,IN,100/300,500,1935.85,4000000,MALE,MASTERS,MACHINE-OP-INSPCT,READING,OWN-CHILD,49500,-81100,2015-01-12,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,NY,HILLSDALE,7,1,,2,3,,92730,16860,8430,67440,MERCEDES,E400,2004,Y
136,33,2002-04-12,OH,250/500,1000,855.14,0,FEMALE,PHD,CRAFT-REPAIR,PAINTBALL,NOT-IN-FAMILY,37900,0,2015-01-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NC,NORTHBROOK,23,1,YES,0,1,YES,30700,3070,6140,21490,TOYOTA,COROLLA,2015,N
46,24,1999-02-21,OH,250/500,2000,1568.47,4000000,FEMALE,HIGH SCHOOL,ARMED-FORCES,YACHTING,UNMARRIED,46800,0,2015-02-02,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,NY,NORTHBROOK,7,1,NO,2,0,,56600,11320,5660,39620,TOYOTA,CAMRY,1999,N
34,24,2011-06-18,IN,500/1000,2000,1550.53,0,FEMALE,MD,ARMED-FORCES,DANCING,OWN-CHILD,0,-27700,2015-02-01,PARKED CAR,,TRIVIAL DAMAGE,,VA,HILLSDALE,20,1,YES,0,1,,3960,660,660,2640,AUDI,A3,1998,N
95,30,1995-03-26,IL,250/500,2000,1370.92,0,MALE,COLLEGE,TRANSPORT-MOVING,VIDEO-GAMES,UNMARRIED,48900,0,2015-02-14,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,SC,ARLINGTON,22,1,YES,0,3,,34800,3480,6960,24360,ACCURA,MDX,1999,N
140,36,1991-05-03,IN,250/500,500,1363.59,0,FEMALE,JD,ARMED-FORCES,KAYAKING,NOT-IN-FAMILY,43200,0,2015-02-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,NY,RIVERWOOD,10,3,,2,0,YES,79500,7950,7950,63600,CHEVROLET,TAHOE,2000,N
200,34,2001-12-19,IN,250/500,1000,828.42,3000000,FEMALE,COLLEGE,PROF-SPECIALTY,BASKETBALL,OTHER-RELATIVE,0,0,2015-01-22,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,NY,ARLINGTON,10,1,,2,2,NO,56000,5600,5600,44800,CHEVROLET,MALIBU,2009,N
123,29,2012-08-05,IN,250/500,500,1209.63,0,FEMALE,MASTERS,MACHINE-OP-INSPCT,CHESS,NOT-IN-FAMILY,64800,-44200,2015-01-14,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NC,ARLINGTON,17,1,YES,1,0,YES,73260,16280,0,56980,VOLKSWAGEN,JETTA,2014,Y
267,46,2004-08-09,OH,250/500,2000,1111.17,0,MALE,MD,CRAFT-REPAIR,BASE-JUMPING,UNMARRIED,35000,0,2015-02-03,PARKED CAR,,TRIVIAL DAMAGE,,WV,ARLINGTON,3,1,YES,2,3,YES,4950,900,450,3600,TOYOTA,CAMRY,1995,N
290,42,2014-01-20,IN,500/1000,500,989.97,0,MALE,MASTERS,MACHINE-OP-INSPCT,KAYAKING,OWN-CHILD,32500,0,2015-01-20,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,WV,HILLSDALE,10,1,NO,0,1,NO,48000,4800,9600,33600,SAAB,95,2013,N
45,37,2011-12-19,IN,250/500,1000,1114.23,0,MALE,COLLEGE,PROF-SPECIALTY,DANCING,WIFE,0,0,2015-01-01,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,SC,ARLINGTON,1,1,YES,0,1,YES,52200,10440,5220,36540,NISSAN,PATHFINDER,2005,N
186,38,2008-07-28,IN,250/500,2000,1347.31,0,FEMALE,JD,PROTECTIVE-SERV,DANCING,UNMARRIED,80900,-111100,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NY,SPRINGFIELD,1,3,NO,2,3,,73800,12300,12300,49200,AUDI,A3,1995,N
135,34,1998-05-05,IL,250/500,2000,1687.53,0,FEMALE,JD,PROTECTIVE-SERV,BASE-JUMPING,OTHER-RELATIVE,0,-69600,2015-01-23,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NC,NORTHBEND,7,1,,1,2,NO,78200,15640,7820,54740,AUDI,A3,2009,N
110,33,1995-04-16,IN,250/500,1000,1183.48,0,MALE,ASSOCIATE,OTHER-SERVICE,BUNGIE-JUMPING,HUSBAND,0,0,2015-01-26,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,VA,NORTHBEND,19,1,,2,3,NO,55200,13800,9200,32200,SAAB,93,2015,Y
259,43,1992-02-14,IL,500/1000,2000,1537.13,0,FEMALE,PHD,HANDLERS-CLEANERS,KAYAKING,OWN-CHILD,0,-58300,2015-01-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NY,NORTHBEND,3,3,NO,0,2,YES,57060,6340,6340,44380,FORD,FUSION,2012,N
114,30,2007-07-11,OH,250/500,1000,1173.25,0,FEMALE,MASTERS,PROTECTIVE-SERV,DANCING,HUSBAND,0,-34700,2015-02-25,VEHICLE THEFT,,MINOR DAMAGE,,WV,ARLINGTON,3,1,NO,0,3,YES,4680,520,520,3640,CHEVROLET,MALIBU,2013,N
