months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
89,32,2015-01-17,IN,100/300,2000,1482.53,0,FEMALE,MD,TECH-SUPPORT,KAYAKING,NOT-IN-FAMILY,49100,-45100,2015-01-23,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,NORTHBROOK,5,1,YES,1,2,NO,100,10,20,70,AUDI,A3,2002,0
458,61,1992-12-07,IN,100/300,1000,1328.18,0,FEMALE,HIGH SCHOOL,PROTECTIVE-SERV,BUNGIE-JUMPING,OTHER-RELATIVE,53000,0,2015-02-25,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,COLUMBUS,18,1,NO,2,1,NO,56340,6260,6260,43820,VOLKSWAGEN,PASSAT,2003,0
239,40,2004-11-29,IN,100/300,500,1463.95,0,FEMALE,JD,SALES,SKYDIVING,OWN-CHILD,0,0,2015-02-11,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,NC,SPRINGFIELD,20,3,NO,0,0,YES,69740,6340,6340,57060,DODGE,NEON,2003,0
161,38,2004-01-02,IL,100/300,2000,1133.85,0,MALE,PHD,PRIV-HOUSE-SERV,EXERCISE,NOT-IN-FAMILY,60200,0,2015-01-03,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,WV,SPRINGFIELD,0,3,YES,2,2,YES,60480,5040,15120,40320,VOLKSWAGEN,JETTA,2003,0
446,61,2006-01-25,IN,500/1000,1000,1037.32,0,FEMALE,HIGH SCHOOL,TECH-SUPPORT,SKYDIVING,WIFE,0,-15700,2015-01-30,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NC,HILLSDALE,1,3,NO,2,1,NO,80880,6740,13480,60660,NISSAN,ULTIMA,2005,0
476,61,1993-04-18,IN,250/500,1000,1562.8,0,FEMALE,MASTERS,HANDLERS-CLEANERS,DANCING,NOT-IN-FAMILY,42800,-68200,2015-01-18,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,WV,HILLSDALE,10,1,NO,1,2,YES,49390,8980,4490,35920,SUBURU,LEGACY,2009,0
70,29,2006-12-09,IN,100/300,1000,1425.79,0,FEMALE,MD,ARMED-FORCES,VIDEO-GAMES,OTHER-RELATIVE,62400,-52300,2015-01-04,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,NC,RIVERWOOD,12,1,NO,0,3,NO,69360,11560,11560,46240,DODGE,RAM,2009,0
233,41,1997-08-30,OH,500/1000,2000,1615.14,0,FEMALE,ASSOCIATE,TECH-SUPPORT,BOARD-GAMES,OTHER-RELATIVE,67100,0,2015-01-20,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,NY,SPRINGFIELD,6,1,NO,0,1,NO,3740,680,680,2380,CHEVROLET,MALIBU,2011,0
122,33,1991-06-03,IL,250/500,500,1236.5,0,MALE,PHD,OTHER-SERVICE,BUNGIE-JUMPING,HUSBAND,0,-48700,2015-02-12,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NY,HILLSDALE,1,1,NO,0,1,NO,5060,460,920,3680,NISSAN,ULTIMA,2003,0
335,48,1995-09-06,IL,500/1000,2000,1017.97,0,FEMALE,MD,MACHINE-OP-INSPCT,CHESS,WIFE,59900,-34800,2015-02-19,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,WV,COLUMBUS,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,1
257,40,2000-02-09,IN,100/300,2000,1306.0,0,MALE,ASSOCIATE,MACHINE-OP-INSPCT,CROSS-FIT,HUSBAND,46100,-46900,2015-02-21,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,NY,COLUMBUS,3,3,YES,2,1,NO,50050,7700,3850,38500,FORD,FUSION,2008,1
85,27,1996-07-23,IL,500/1000,2000,1174.14,0,MALE,COLLEGE,PRIV-HOUSE-SERV,DANCING,UNMARRIED,50400,-61500,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,NY,NORTHBEND,14,4,YES,0,0,NO,59070,10740,5370,42960,TOYOTA,CAMRY,2012,0
133,30,2005-09-21,IN,500/1000,1000,1231.01,0,MALE,COLLEGE,ADM-CLERICAL,BOARD-GAMES,HUSBAND,0,-31700,2015-02-01,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,SC,RIVERWOOD,19,3,NO,1,2,NO,28440,3160,3160,22120,DODGE,NEON,2007,0
119,34,2011-12-30,IL,250/500,500,1299.18,0,FEMALE,COLLEGE,TECH-SUPPORT,HIKING,WIFE,57100,0,2015-01-08,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,OH,SPRINGFIELD,7,1,YES,2,1,YES,45540,8280,8280,28980,HONDA,CIVIC,1998,1
169,34,1996-07-21,IN,100/300,500,1469.75,0,FEMALE,JD,SALES,READING,NOT-IN-FAMILY,0,-57600,2015-01-16,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,VA,ARLINGTON,0,1,NO,0,0,YES,38700,7740,3870,27090,VOLKSWAGEN,PASSAT,2012,0
225,39,1996-04-08,OH,250/500,500,1390.72,0,MALE,MASTERS,TECH-SUPPORT,PAINTBALL,OTHER-RELATIVE,83900,-52100,2015-02-20,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,NORTHBROOK,6,1,YES,2,1,YES,5830,1060,530,4240,NISSAN,PATHFINDER,2011,0
84,32,2001-03-04,IL,500/1000,500,1694.09,7000000,FEMALE,ASSOCIATE,PROF-SPECIALTY,CROSS-FIT,HUSBAND,0,0,2015-01-30,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,NY,NORTHBEND,0,1,YES,0,2,NO,57240,4770,9540,42930,BMW,X6,1995,1
169,39,2001-10-19,OH,100/300,2000,1140.15,0,MALE,HIGH SCHOOL,ARMED-FORCES,EXERCISE,HUSBAND,0,-36800,2015-01-19,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,VA,RIVERWOOD,9,3,YES,0,3,NO,46200,4200,8400,33600,SUBURU,LEGACY,2015,0
124,32,2006-08-18,IN,100/300,1000,1310.71,0,FEMALE,MASTERS,FARMING-FISHING,KAYAKING,WIFE,29300,0,2015-02-25,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,NY,COLUMBUS,23,1,YES,0,1,NO,57700,5770,5770,46160,TOYOTA,CAMRY,2003,0
320,48,2013-04-28,IL,250/500,2000,1730.49,7000000,MALE,COLLEGE,TRANSPORT-MOVING,HIKING,NOT-IN-FAMILY,46300,-41700,2015-01-24,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,NORTHBROOK,13,3,NO,2,0,NO,56160,4680,9360,42120,SAAB,95,1995,0
297,47,2009-11-29,IN,250/500,500,1616.65,7000000,MALE,MD,ADM-CLERICAL,MOVIES,UNMARRIED,0,-59500,2015-01-16,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,COLUMBUS,0,3,NO,0,3,YES,44400,5550,5550,33300,JEEP,GRAND CHEROKEE,1999,0
421,56,1990-02-15,IN,100/300,500,1935.85,4000000,MALE,MASTERS,MACHINE-OP-INSPCT,READING,OWN-CHILD,49500,-81100,2015-01-12,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,NY,HILLSDALE,7,1,NO,2,3,NO,92730,16860,8430,67440,MERCEDES,E400,2004,1
136,33,2002-04-12,OH,250/500,1000,855.14,0,FEMALE,PHD,CRAFT-REPAIR,PAINTBALL,NOT-IN-FAMILY,37900,0,2015-01-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NC,NORTHBROOK,23,1,YES,0,1,YES,30700,3070,6140,21490,TOYOTA,COROLLA,2015,0
46,24,1999-02-21,OH,250/500,2000,1568.47,4000000,FEMALE,HIGH SCHOOL,ARMED-FORCES,YACHTING,UNMARRIED,46800,0,2015-02-02,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,NY,NORTHBROOK,7,1,NO,2,0,NO,56600,11320,5660,39620,TOYOTA,CAMRY,1999,0
34,24,2011-06-18,IN,500/1000,2000,1550.53,0,FEMALE,MD,ARMED-FORCES,DANCING,OWN-CHILD,0,-27700,2015-02-01,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,VA,HILLSDALE,20,1,YES,0,1,NO,3960,660,660,2640,AUDI,A3,1998,0
95,30,1995-03-26,IL,250/500,2000,1370.92,0,MALE,COLLEGE,TRANSPORT-MOVING,VIDEO-GAMES,UNMARRIED,48900,0,2015-02-14,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,SC,ARLINGTON,22,1,YES,0,3,NO,34800,3480,6960,24360,ACCURA,MDX,1999,0
140,36,1991-05-03,IN,250/500,500,1363.59,0,FEMALE,JD,ARMED-FORCES,KAYAKING,NOT-IN-FAMILY,43200,0,2015-02-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,NY,RIVERWOOD,10,3,NO,2,0,YES,79500,7950,7950,63600,CHEVROLET,TAHOE,2000,0
200,34,2001-12-19,IN,250/500,1000,828.42,3000000,FEMALE,COLLEGE,PROF-SPECIALTY,BASKETBALL,OTHER-RELATIVE,0,0,2015-01-22,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,NY,ARLINGTON,10,1,NO,2,2,NO,56000,5600,5600,44800,CHEVROLET,MALIBU,2009,0
123,29,2012-08-05,IN,250/500,500,1209.63,0,FEMALE,MASTERS,MACHINE-OP-INSPCT,CHESS,NOT-IN-FAMILY,64800,-44200,2015-01-14,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NC,ARLINGTON,17,1,YES,1,0,YES,73260,16280,0,56980,VOLKSWAGEN,JETTA,2014,1
267,46,2004-08-09,OH,250/500,2000,1111.17,0,MALE,MD,CRAFT-REPAIR,BASE-JUMPING,UNMARRIED,35000,0,2015-02-03,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,ARLINGTON,3,1,YES,2,3,YES,4950,900,450,3600,TOYOTA,CAMRY,1995,0
290,42,2014-01-20,IN,500/1000,500,989.97,0,MALE,MASTERS,MACHINE-OP-INSPCT,KAYAKING,OWN-CHILD,32500,0,2015-01-20,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,WV,HILLSDALE,10,1,NO,0,1,NO,48000,4800,9600,33600,SAAB,95,2013,0
45,37,2011-12-19,IN,250/500,1000,1114.23,0,MALE,COLLEGE,PROF-SPECIALTY,DANCING,WIFE,0,0,2015-01-01,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,SC,ARLINGTON,1,1,YES,0,1,YES,52200,10440,5220,36540,NISSAN,PATHFINDER,2005,0
186,38,2008-07-28,IN,250/500,2000,1347.31,0,FEMALE,JD,PROTECTIVE-SERV,DANCING,UNMARRIED,80900,-111100,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NY,SPRINGFIELD,1,3,NO,2,3,NO,73800,12300,12300,49200,AUDI,A3,1995,0
135,34,1998-05-05,IL,250/500,2000,1687.53,0,FEMALE,JD,PROTECTIVE-SERV,BASE-JUMPING,OTHER-RELATIVE,0,-69600,2015-01-23,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NC,NORTHBEND,7,1,NO,1,2,NO,78200,15640,7820,54740,AUDI,A3,2009,0
110,33,1995-04-16,IN,250/500,1000,1183.48,0,MALE,ASSOCIATE,OTHER-SERVICE,BUNGIE-JUMPING,HUSBAND,0,0,2015-01-26,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,VA,NORTHBEND,19,1,NO,2,3,NO,55200,13800,9200,32200,SAAB,93,2015,1
259,43,1992-02-14,IL,500/1000,2000,1537.13,0,FEMALE,PHD,HANDLERS-CLEANERS,KAYAKING,OWN-CHILD,0,-58300,2015-01-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NY,NORTHBEND,3,3,NO,0,2,YES,57060,6340,6340,44380,FORD,FUSION,2012,0
114,30,2007-07-11,OH,250/500,1000,1173.25,0,FEMALE,MASTERS,PROTECTIVE-SERV,DANCING,HUSBAND,0,-34700,2015-02-25,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,WV,ARLINGTON,3,1,NO,0,3,YES,4680,520,520,3640,CHEVROLET,MALIBU,2013,0
404,56,2010-04-07,IN,250/500,1000,1361.16,4000000,FEMALE,MASTERS,TRANSPORT-MOVING,CROSS-FIT,NOT-IN-FAMILY,0,-63700,2015-01-15,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,VA,HILLSDALE,23,1,NO,2,0,YES,53100,5310,5310,42480,ACCURA,MDX,2005,1
282,48,1991-03-10,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,PROF-SPECIALTY,VIDEO-GAMES,HUSBAND,26900,-55300,2015-02-09,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,WV,SPRINGFIELD,7,1,NO,1,2,NO,3520,640,320,2560,ACCURA,MDX,2013,0
57,25,1996-01-20,IL,500/1000,2000,1143.06,0,FEMALE,MASTERS,TECH-SUPPORT,DANCING,OWN-CHILD,63100,-54100,2015-01-16,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,VA,RIVERWOOD,0,3,NO,0,1,YES,72900,14580,14580,43740,NISSAN,MAXIMA,2010,0
215,38,2010-03-01,IN,250/500,500,1405.71,0,FEMALE,PHD,CRAFT-REPAIR,CAMPING,UNMARRIED,0,0,2015-02-01,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,SC,ARLINGTON,10,1,NO,0,1,NO,70700,7070,14140,49490,VOLKSWAGEN,PASSAT,2008,0
140,30,2014-06-15,IL,100/300,500,1354.2,0,FEMALE,COLLEGE,ADM-CLERICAL,BUNGIE-JUMPING,WIFE,100500,0,2015-02-10,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,SC,COLUMBUS,4,4,NO,0,0,NO,60170,5470,10940,43760,NISSAN,PATHFINDER,2006,0
250,42,2004-11-25,IN,100/300,500,1055.6,0,MALE,HIGH SCHOOL,EXEC-MANAGERIAL,PAINTBALL,HUSBAND,69500,-40700,2015-01-03,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,SC,COLUMBUS,16,1,NO,1,1,NO,74800,13600,6800,54400,FORD,FUSION,2009,1
286,41,2000-08-26,IL,250/500,1000,999.43,0,MALE,COLLEGE,PROF-SPECIALTY,PAINTBALL,WIFE,25800,0,2015-01-01,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,NORTHBEND,3,1,YES,2,0,NO,4100,820,410,2870,CHEVROLET,MALIBU,2009,0
356,47,2005-08-23,IN,250/500,2000,1155.97,0,MALE,HIGH SCHOOL,PROF-SPECIALTY,CAMPING,HUSBAND,0,0,2015-02-23,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,SC,COLUMBUS,5,1,YES,0,3,NO,61490,5590,11180,44720,DODGE,RAM,2009,0
65,29,1990-08-09,IL,250/500,1000,1726.91,0,MALE,HIGH SCHOOL,OTHER-SERVICE,BASKETBALL,OWN-CHILD,0,0,2015-01-28,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,VA,HILLSDALE,14,1,NO,0,0,NO,7200,720,1440,5040,AUDI,A5,1999,0
187,34,2003-03-28,IN,500/1000,500,1232.57,0,FEMALE,PHD,MACHINE-OP-INSPCT,POLO,NOT-IN-FAMILY,59500,0,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,ARLINGTON,7,3,NO,0,0,NO,45100,8200,4100,32800,NISSAN,PATHFINDER,2011,0
386,53,2007-10-23,OH,250/500,500,1078.65,0,MALE,JD,CRAFT-REPAIR,CAMPING,NOT-IN-FAMILY,36800,0,2015-01-03,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,WV,NORTHBEND,16,1,NO,2,3,YES,66660,12120,6060,48480,HONDA,CIVIC,2006,0
197,41,1996-06-27,OH,500/1000,1000,1324.78,0,FEMALE,PHD,PROF-SPECIALTY,BASKETBALL,NOT-IN-FAMILY,0,-64500,2015-01-10,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,NC,NORTHBROOK,6,1,NO,2,2,YES,76400,15280,7640,53480,VOLKSWAGEN,JETTA,1997,1
166,37,1994-12-11,IN,250/500,500,1518.54,0,FEMALE,MD,CRAFT-REPAIR,KAYAKING,NOT-IN-FAMILY,0,0,2015-01-25,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,PA,RIVERWOOD,10,1,YES,1,1,NO,58300,10600,10600,37100,FORD,F150,2001,0
293,49,1995-12-05,IL,100/300,2000,1239.06,0,FEMALE,JD,TRANSPORT-MOVING,SKYDIVING,HUSBAND,34900,0,2015-01-10,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,SC,RIVERWOOD,19,1,NO,1,1,NO,57310,5210,10420,41680,VOLKSWAGEN,PASSAT,2002,0
179,32,1996-12-15,OH,500/1000,2000,1246.68,0,FEMALE,PHD,PRIV-HOUSE-SERV,MOVIES,OWN-CHILD,0,0,2015-01-28,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,ARLINGTON,10,1,NO,0,1,NO,53100,5900,5900,41300,SUBURU,IMPREZA,2006,0
76,24,2011-06-06,OH,250/500,1000,1622.67,0,FEMALE,MD,PRIV-HOUSE-SERV,PAINTBALL,HUSBAND,0,0,2015-02-18,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,WV,RIVERWOOD,6,3,NO,1,1,NO,74700,14940,7470,52290,SUBURU,FORRESTOR,1997,0
105,28,1995-12-13,OH,250/500,500,1082.36,0,FEMALE,ASSOCIATE,PROF-SPECIALTY,GOLF,OWN-CHILD,0,0,2015-01-24,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,RIVERWOOD,12,3,NO,2,2,NO,60500,12100,6050,42350,AUDI,A5,1995,0
97,26,1997-10-28,OH,250/500,1000,1270.55,0,MALE,MASTERS,PROTECTIVE-SERV,CHESS,UNMARRIED,0,-72100,2015-01-20,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NC,RIVERWOOD,10,3,YES,2,3,NO,84920,7720,15440,61760,JEEP,WRANGLER,2006,1
148,36,1996-01-04,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,ADM-CLERICAL,HIKING,OWN-CHILD,55100,0,2015-01-10,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,PA,NORTHBROOK,0,1,NO,2,0,NO,61050,5550,11100,44400,DODGE,NEON,2009,0
77,26,2008-05-09,IL,250/500,2000,785.82,0,MALE,JD,EXEC-MANAGERIAL,MOVIES,OTHER-RELATIVE,49700,0,2015-01-07,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,NY,HILLSDALE,12,3,YES,2,0,NO,69080,12560,6280,50240,AUDI,A5,2009,1
295,46,2009-12-05,IN,250/500,500,1265.84,0,FEMALE,JD,PROF-SPECIALTY,PAINTBALL,OWN-CHILD,52200,-44500,2015-01-16,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,VA,ARLINGTON,10,1,YES,1,3,YES,4560,760,380,3420,NISSAN,PATHFINDER,2007,0
126,28,1992-01-05,IN,250/500,500,1508.9,0,FEMALE,JD,MACHINE-OP-INSPCT,SKYDIVING,OTHER-RELATIVE,0,0,2015-01-01,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,WV,NORTHBEND,3,4,NO,0,1,NO,67800,11300,11300,45200,FORD,F150,2011,0
132,32,1997-11-15,OH,250/500,2000,1106.84,0,MALE,PHD,OTHER-SERVICE,READING,WIFE,43100,-31900,2015-01-07,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,SC,RIVERWOOD,21,1,YES,1,1,YES,5600,1120,560,3920,SUBURU,LEGACY,2005,0
370,55,2012-12-22,IN,500/1000,2000,1389.13,7000000,MALE,JD,OTHER-SERVICE,BASKETBALL,WIFE,0,-53200,2015-02-17,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,NC,NORTHBROOK,6,1,NO,0,2,NO,9000,900,1800,6300,MERCEDES,ML350,2015,0
257,43,1992-05-19,IN,100/300,1000,974.84,0,FEMALE,JD,TRANSPORT-MOVING,KAYAKING,OTHER-RELATIVE,52100,0,2015-02-26,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,VA,NORTHBEND,0,1,NO,0,1,YES,85320,21330,7110,56880,NISSAN,PATHFINDER,2006,0
9,24,2002-05-25,IL,100/300,2000,1304.46,0,FEMALE,PHD,MACHINE-OP-INSPCT,GOLF,OTHER-RELATIVE,51700,-33300,2015-01-31,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,ARLINGTON,6,1,NO,0,3,YES,5940,540,1080,4320,AUDI,A5,2001,1
185,34,2010-04-21,OH,250/500,500,1257.36,0,FEMALE,PHD,ARMED-FORCES,MOVIES,HUSBAND,0,0,2015-02-27,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,SC,ARLINGTON,20,3,YES,1,1,NO,51370,9340,4670,37360,BMW,M5,2000,1
234,43,1990-03-26,OH,250/500,500,1257.04,0,MALE,ASSOCIATE,PROTECTIVE-SERV,READING,OWN-CHILD,0,-48800,2015-03-01,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,SC,NORTHBROOK,4,1,NO,2,2,YES,51600,10320,5160,36120,DODGE,NEON,2011,0
253,44,2007-05-12,OH,100/300,2000,719.52,0,FEMALE,HIGH SCHOOL,FARMING-FISHING,GOLF,OWN-CHILD,45800,0,2015-02-13,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,ARLINGTON,9,1,NO,0,3,NO,5400,600,600,4200,CHEVROLET,MALIBU,1998,0
233,39,2001-01-02,OH,500/1000,2000,1524.18,0,MALE,JD,CRAFT-REPAIR,READING,UNMARRIED,0,0,2015-01-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,NORTHBROOK,20,3,NO,1,0,YES,48870,5430,5430,38010,SAAB,95,1999,0
274,44,2006-08-10,IN,500/1000,500,1395.58,0,FEMALE,JD,TECH-SUPPORT,READING,HUSBAND,0,0,2015-02-05,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,WV,SPRINGFIELD,7,1,NO,2,1,NO,5590,860,860,3870,BMW,X5,2000,0
297,48,2014-07-28,IL,500/1000,1000,1243.68,0,MALE,MASTERS,PROTECTIVE-SERV,CAMPING,WIFE,0,-71400,2015-02-20,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,NY,SPRINGFIELD,18,3,NO,0,2,NO,54960,6870,0,48090,TOYOTA,COROLLA,2002,1
273,47,2011-09-27,OH,500/1000,1000,1189.04,0,FEMALE,ASSOCIATE,PROF-SPECIALTY,VIDEO-GAMES,OWN-CHILD,59600,0,2015-01-24,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,VA,NORTHBROOK,0,3,NO,1,3,NO,39800,7960,3980,27860,JEEP,WRANGLER,2014,0
147,37,2013-04-20,IN,500/1000,2000,1375.29,0,FEMALE,MASTERS,ARMED-FORCES,CHESS,OWN-CHILD,0,0,2015-01-31,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,SC,COLUMBUS,11,3,NO,0,1,NO,56160,6240,6240,43680,FORD,FUSION,2015,1
285,42,1991-03-20,IN,100/300,500,1389.13,0,MALE,ASSOCIATE,PRIV-HOUSE-SERV,GOLF,NOT-IN-FAMILY,63100,-79400,2015-01-23,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,VA,HILLSDALE,13,1,NO,0,3,NO,52700,5270,10540,36890,TOYOTA,COROLLA,2005,0
289,43,2002-12-21,OH,500/1000,1000,1387.51,0,FEMALE,ASSOCIATE,SALES,BASE-JUMPING,NOT-IN-FAMILY,0,0,2015-01-11,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,RIVERWOOD,19,3,YES,1,3,NO,68580,7620,7620,53340,JEEP,WRANGLER,2010,0
427,60,2005-12-03,IN,100/300,1000,1178.61,7000000,MALE,MD,CRAFT-REPAIR,BOARD-GAMES,OWN-CHILD,0,-54400,2015-02-20,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NY,SPRINGFIELD,23,1,YES,1,2,YES,90860,12980,19470,58410,VOLKSWAGEN,JETTA,2004,1
380,53,2011-05-25,IL,250/500,2000,1166.62,6000000,MALE,ASSOCIATE,PRIV-HOUSE-SERV,BUNGIE-JUMPING,WIFE,0,0,2015-02-24,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,NORTHBEND,23,1,NO,0,3,NO,5700,570,570,4560,SAAB,93,2001,0
13,21,2006-10-18,IN,100/300,1000,1556.31,0,MALE,ASSOCIATE,PROF-SPECIALTY,GOLF,NOT-IN-FAMILY,0,-75000,2015-01-19,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,NY,HILLSDALE,19,3,YES,2,0,YES,94930,8630,8630,77670,ACCURA,RSX,2014,0
282,43,2006-07-19,OH,250/500,500,1452.27,0,MALE,MD,FARMING-FISHING,VIDEO-GAMES,NOT-IN-FAMILY,75800,0,2015-01-08,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,SC,NORTHBEND,19,1,NO,1,2,NO,46800,4680,9360,32760,AUDI,A5,2007,1
312,47,2002-06-08,OH,500/1000,1000,1212.07,0,FEMALE,MD,EXEC-MANAGERIAL,POLO,WIFE,66900,-51800,2015-03-01,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NY,NORTHBEND,17,3,NO,2,3,NO,56320,7040,7040,42240,MERCEDES,ML350,2000,0
